location,Ad Dammam,Amsterdam,Athens,Auckland,Baker Island,Bangkok,Beijing,Beirut,Berlin,Bogota,Brussels,Bucharest,Budapest,Buenos Aires,Cape Town,Christmas Island,Copenhagen,Delhi,Dubai,Dublin,Geneva,Havana,Helsinki,Hong Kong,Islamabad,Istanbul,Kabul,Kuala Lumpur,Lisbon,Ljubljana,London,Los Angeles,Macau,Madrid,Manama,Mexico City,Montevideo,Montreal,Moscow,New York,Nicosia,Nursultan,Oslo,Paris,Prague,Pyongyang,Reykjavik,Rio De Janeiro,Rome,Santiago,Seoul,Singapore,Stockholm,Sydney,Taipei,Tallinn,Tehran,Tel Aviv,Tokyo,Valletta,Vienna,Vilnius,Warsaw,Zagreb,sum_co2kg,sum_co2kg_div_3,weightedsum_co2ton
"Khartoum,  Sudan",215562.944,32928405.661999997,194074.131,7134352.5540000005,356381.834,159690.641,90723591.036,101923.508,79514032.526,1015343.232,15143695.539,398370.86000000004,1262169.03,966304.78,1757891.632,187116.417,3903622.914,1589664.57,127545.684,3323869.948,23798760.192,1535543.196,6729301.802999999,5593419.090000001,100129.594,1325038.8909999998,93423.749,841756.845,2969448.944,506086.68,72775165.144,338497349.25,185127.574,9558410.264,54593.448,11723850.4,1187074.1099999999,167962248.3,2284598.073,252614181.328,53844.262,115739.748,6815990.399,27086305.189999998,3509718.5319999997,603275.256,148796.9,7506700.378,25826766.415,60183953.623,69638345.502,30002715.080000002,9506127.132,64259473.719000004,29733297.384,108634.521,784783.2409999999,3131403.74,83354487.94399999,70502.862,7134334.5600000005,97287.96,5401388.562,83524.218,1576496513.445,525498837.815,525498.837815
"Kigali,  Rwanda",339427.76,44587309.797000006,297891.681,6571109.1389999995,371062.883,174191.122,106148628.898,178620.348,111228436.77299999,1011563.804,20536092.275999997,570525.095,1850776.005,851977.94,1177209.796,183635.468,5366328.559,2001011.4299999997,180394.622,4306886.640000001,32934492.928,1619576.3939999999,9266428.870000001,6219048.8100000005,131838.351,2005867.335,126594.398,874198.74,3720608.6679999996,733801.23,96689560.468,374617003.59,205899.414,12433162.792,85083.736,12338483.28,1042788.15,188602885.24,3260840.0879999995,279892207.2,91824.225,155228.548,9166281.949000001,36531403.93,4992905.424,696595.128,185575.65,6652258.601,35580716.949999996,53902224.845,80020215.99000001,30913895.744,13013181.675999999,60083127.741,33134713.6,150187.023,1151064.9479999999,5765986.356,94514668.976,99715.806,10349214.588,138755.702,7761216.698000001,120939.377,1819905349.193,606635116.3976667,606635.1163976667
"Kingston,  Jamaica",1085704.044,54007753.429000005,633977.409,5863638.290999999,240617.642,358449.373,144615966.76799998,472382.792,149518096.117,152060.124,25292068.095000003,1048732.9649999999,2942897.505,541801.032,3535884.8279999997,416152.198,6744516.066,4615188.57,564257.74,4378312.3440000005,45090869.504,150320.09399999998,11888967.405000001,10045651.290000001,292864.365,4134229.722,286740.896,1920415.81,4212074.384,1139315.01,110372947.284,112338342.25500001,335430.599,15552375.496000001,272564.135,2319181.8,689058.4849999999,57820667.519999996,4921349.56,70646317.856,231069.019,255894.346,10529142.065,45045418.082,7128853.884000001,866711.8259999999,143874.075,4746937.015,58711860.387,28750823.243,99248111.721,66822205.883999996,16123180.67,70633598.08399999,47807064.488,195247.38,2862712.534,16110991.052000001,102461807.084,196027.327,15710406.65,199733.943,11357500.608,192408.824,1467789720.9930003,489263240.3310001,489263.24033100007
"Kuala Lumpur,  Malaysia",533652.052,69665506.439,573555.861,4009622.232,198986.01,32203.768,47543384.98,334354.222,170001773.867,1654642.964,32906620.173,943270.245,3016748.895,1389217.676,2932839.028,39617.602,7813814.808,1279020.0,243721.564,6661828.46,56925319.936,2226506.7,11973142.647,1853477.1,99781.284,3466204.1050000004,106950.597,0.0,7067038.104,1250897.028,153808104.872,349432420.49,60740.462,23437838.982,132280.269,14468385.120000001,1720496.4749999999,244556770.92,4092646.91,372559127.484,171859.012,132720.607,12580176.588,60547254.628,7925777.344,309772.62,245198.765,12599436.063,65981604.189,81760356.06,34779745.99,213048.144,17569438.714,31527512.492,11667140.736000001,196216.104,1522466.561,11407905.488,42728643.048,208698.833,16849885.046,193633.051,11538751.884,206020.986,2023875773.2840009,674625257.7613336,674625.2577613336
"Kuwait City,  Kuwait",6225.404,30056605.622,179129.439,6882312.633,310803.255,124453.998,67507994.346,67452.012,68588499.661,1114037.88,14064472.106999999,313051.005,1168999.0050000001,1151143.58,2360756.664,166538.156,3315492.152,1041602.2350000001,52137.618,3143910.448,23063624.96,1586088.4619999998,5191686.027,4340005.8,59471.535,1008507.555,51351.403,698795.135,3258439.016,494383.64999999997,68542193.432,317017718.27500004,143456.794,10284007.512,1741.714,11801936.32,1418933.935,165161278.59,1710656.717,252136150.17999998,38132.574,75791.361,5727782.894,25930753.575999998,3144616.2040000004,461974.206,134755.368,9154779.797,25706657.904,70485771.362,53630641.328,25180208.32,7671862.544,61029231.900000006,23280665.364,84269.083,263044.59500000003,2305482.472,66180029.552,78053.93,6727372.742,81412.257,4734189.854,81051.519,1461774574.9380002,487258191.6460001,487258.1916460001
"Kyiv,  Ukraine",307218.12,13895970.223000001,112402.51499999998,7678422.948000001,301282.158,162668.769,70003517.35,93665.976,26295738.427,928318.576,6717567.339,116421.11000000002,407798.25,1118451.376,2894365.908,215781.444,1273456.121,1517987.025,166302.068,1729455.98,11805330.176,1249505.088,1916354.6500000001,5047643.55,86659.944,573416.4469999999,82245.318,920825.04,2280812.8279999997,201958.59600000002,35201308.76,251163139.85,167470.193,6793038.7190000005,77822.694,9444994.64,1385073.1400000001,119910869.54,540711.255,186396858.752,42821.365,69472.925,2406286.6799999997,13329446.466,1197245.594,467442.954,81680.962,8783934.606,13044759.715,67015447.799,54535777.747,32803652.348,2873708.748,70596173.179,25805794.448,30300.401,634365.8859999999,3484993.404,65384731.412,51092.05,2470897.144,19256.275,1265981.0799999998,32318.408,1137610412.4589999,379203470.8196666,379203.47081966663
"Lagos,  Nigeria",477260.704,35272937.796000004,270237.963,7549483.368,418998.222,231393.544,123490890.146,198787.084,92828548.863,750123.26,16023220.353,526314.395,1590685.155,693751.468,1472757.076,250216.708,4510983.094,2656870.545,259129.804,3264196.712,25085147.136,1219145.682,8369647.9229999995,7746262.5,169436.909,1933934.4749999999,162018.191,1187819.53,2367195.684,601286.202,74014309.152,307205738.615,256913.615,8276943.846,120172.346,9663120.32,848195.935,142986864.02,3163239.1969999997,210077214.296,97925.64,173650.695,7757340.06,27723238.998,4158516.89,800277.7920000001,147648.831,4904205.7,27878791.064999998,44414479.954,92209246.327,41821812.383999996,11369431.683999998,73295521.02600001,40246514.088,135525.467,1419177.892,6510796.068,106914405.416,82658.759,8699607.304,125686.554,6826425.5940000005,100441.383,1606004717.4049997,535334905.80166656,535334.9058016666
"Lal-lo,  Philippines",642874.9,69027387.079,619109.661,3803160.8579999995,154475.325,56971.734,29927743.144,374265.298,169443867.242,1474279.236,32806511.997,987381.2549999999,3093154.77,1582179.54,3760460.3260000004,82951.517,7666663.329,1542878.31,300067.586,6499869.2360000005,58007289.088,1924356.7140000002,11510012.286,819539.13,112594.651,3703612.8669999996,120503.267,336001.63,7252513.324,1286643.822,152214968.292,282782479.46500003,28619.128,24117351.918,159782.959,12115563.52,1972835.6099999999,214267643.59,4017741.798,327258708.468,190471.297,125716.065,12083497.183,60750068.19,7999025.004,173307.09900000002,225846.374,14767671.916,69010863.302,88479416.001,18623650.892,11385905.672,16961519.678,31367205.044,3498601.008,189376.582,1710131.929,12887781.668,23523552.416,224656.123,17182315.342,191755.842,11563757.83,212432.568,1841183538.8949995,613727846.2983332,613727.8462983331
"Larnaca Municipality,  Cyprus",182510.012,22819777.381,85290.77100000001,7553323.869,326862.436,154495.34,76512137.286,1642.394,50162743.976,986641.2,10559542.434,164964.11,690107.4,1071171.78,2398060.6999999997,198588.327,2546094.616,1378727.07,115046.946,2342403.196,16443127.808,1399023.7140000002,4291423.1389999995,5117604.12,82521.821,463606.916,78842.571,856251.9500000001,2365507.1999999997,301117.434,53009899.516,292261668.045,169499.025,7842062.776000001,46867.337,10624050.120000001,1321413.45,142853206.65,1321960.121,218444488.516,146.127,83113.864,4651873.762,19407436.874,2142516.076,513936.333,108434.711,8348410.788,15350617.589,65430766.02,59698065.581,30601866.759999998,6182665.732,67979788.55499999,26805166.224000003,68575.612,444658.48900000006,90825.424,72090192.72,43255.944,4160775.448,56388.307,3105380.9000000004,47585.55,1326956716.863,442318905.621,442318.905621
"Liberia,  Costa Rica",1192721.692,62257812.43700001,714234.201,5305761.825,221001.987,374679.695,150227590.396,525889.26,170775028.202,143570.124,29184071.847,1181852.49,3341311.995,508888.76,3644822.734,408865.695,7705404.216,4984719.375,617752.466,5114300.995999999,51926135.04,216540.96600000001,13421889.780000001,10301042.67,317633.147,4641718.24,311965.018,1988574.835,4958437.092,1299315.702,128036701.612,106326495.82000001,344284.889,18144180.576,299318.946,1760815.08,651950.1,68946563.84,5502777.899,92569955.428,257824.219,278869.607,12030582.974,52121947.486,8134146.582,890187.051,168296.542,4819094.97,67032931.603,25762033.872,101633262.47799999,68566916.78,18309186.892,64901391.835,48605999.124,220490.826,3153975.836,17928272.42,103259930.956,222673.449,17887540.434,225575.717,12876351.48,219074.53,1589903134.7360003,529967711.57866675,529967.7115786667
"Lima,  Peru",1244180.24,71956426.05499999,769960.611,4936450.701,240918.778,427914.123,178944034.672,558902.83,195933425.889,187590.224,33548507.580000002,1306617.79,3746207.265,305862.808,2984561.342,380401.592,8953736.56,5473106.16,645027.318,6026898.948,58456500.48,526822.08,15740503.378999999,11983706.61,351362.575,5063359.533000001,343647.607,2066783.1099999999,5515809.544,1451881.548,148407887.996,167628064.875,400625.365,20162950.008,312120.52,3772043.88,401905.085,108446637.52999999,6340145.592,146387025.12,275164.671,322717.831,14219643.867,59579868.222,9236383.398,1062015.165,210914.24,3117796.4159999997,73726330.205,13739851.233,121002891.449,70377862.81199999,21479917.28,60540385.801,56605718.064,257929.059,3409569.7129999995,18915604.948000003,122708258.036,238526.43,20139048.218000002,259317.579,14690777.486,244353.178,1908691359.2240005,636230453.0746669,636230.4530746669
"Lisbon,  Portugal",494895.416,14512229.976,209319.65399999998,8953173.495,337379.377,233248.531,104371285.564,177241.598,46040634.141,659698.628,6292826.715,363622.36,910163.295,839417.708,2623183.864,280639.481,2253319.869,2555315.145,269670.634,1152068.26,9680903.424,923383.368,4974712.931,7220139.33,156638.089,1499913.6940000001,148936.395,1261971.0899999999,0.0,310978.14,26596876.244,226411731.76999998,239910.855,1653859.4090000002,124872.857,7590147.72,1039256.4299999999,88787541.14999999,1994796.394,135283985.372,84164.811,135568.626,3958363.9849999994,9762353.216,2101648.71,670002.684,72154.251,6256354.494000001,14401819.1,50691973.139,77585316.743,44561210.116000004,6283130.674,85771234.031,36386687.852,80745.779,1278822.8090000001,6048625.772,88550331.688,52122.143,4641327.756,76191.695,3919601.778,54293.901,1152853934.1260004,384284644.7086668,384284.6447086668
"Ljubljana,  Slovenia",339140.004,9117731.942,96086.94,8258813.85,321409.444,188306.387,83509707.554,109890.418,18363795.184,832917.384,4068713.04,139205.86,22891.305,1008811.184,2726145.17,238575.785,1130173.473,1886118.2249999999,189688.038,1183877.772,5290716.672,1139808.024,2610088.2520000003,5872939.29,111707.802,642832.149,104146.276,1042414.19,1451231.32,0.0,21956404.492,246136686.795,194953.369,3888814.39,85880.934,8871408.48,1248614.2650000001,109165905.30999999,1103123.1479999998,168845710.416,49332.923,91309.21,2314431.114,7645503.67,67884.948,548102.595,73250.967,7777282.525,610205.636,60735952.02,63715680.182000004,37002772.112,3239123.866,76209744.443,29899702.072,40985.688,878063.219,3894771.332,74832126.46000001,31305.243,91467.228,32800.279,1479767.108,467.643,1084757417.0159998,361585805.67199993,361585.80567199993
"London,  United Kingdom",443447.768,448105.82399999996,176420.673,8372622.405,310473.334,208333.619,88057202.324,165102.962,22645955.961,743841.852,188898.67500000002,258474.94,548789.745,971657.848,2959020.61,261838.134,1058647.219,2209744.485,241051.08,51977.688,5963641.6,985250.79,2765801.793,6311539.7700000005,132736.933,1166304.17,125666.094,1151258.27,1114839.1239999998,197213.21399999998,0.0,217417622.895,209769.072,3240434.9620000003,111935.373,7812171.2,1205841.025,88708290.44,1412280.132,138889689.504,78489.993,105320.278,1869550.936,366094.73600000003,1134248.966,568733.184,46958.027,7506797.614,11266224.422,57791005.202,66072443.371,40727000.048,3112883.262,80215422.308,31643537.38,44452.47,1070518.636,5580308.14,76073146.24,51638.254,2703369.2759999996,43031.95,2120472.17,34564.26,999470104.63,333156701.54333335,333156.70154333336
"Los Angeles,  United States",1148643.42,61197062.636,726371.514,4813371.759,156169.907,289891.286,108588349.168,522448.818,164653256.437,493409.588,29039804.871,1154270.99,3276147.675,860778.196,4889797.4860000005,323393.918,7284437.604,4202919.239999999,583247.254,5090656.172,53134414.08,500225.17799999996,12021897.263,7626104.85,270137.528,4569486.206,269277.816,1539349.8699999999,5585487.6559999995,1301163.102,127960327.83600001,0.0,255302.675,19854141.972,287857.073,2446524.44,1094505.87,67725758.1,4910062.724,98884018.236,256741.937,229189.016,11069399.283,52851171.058000006,7948000.7700000005,626835.669,152125.414,8195794.076,69212800.26699999,44676793.662999995,71442209.927,52898789.028,16706697.808000002,57129202.65500001,35231372.028,198477.104,2922882.259,17998237.008,70162758.11999999,236207.427,17591914.772,208725.216,12214869.716,218793.254,1359910457.8890002,453303485.96300006,453303.48596300004
"Luanda,  Angola",492137.868,47073804.959,351713.088,6668092.746,403806.445,217308.339,126665643.88399999,233637.996,121139165.70099999,856066.444,21596781.507,666646.705,2073575.67,681741.388,973213.8360000001,220321.437,5822503.15,2635026.39,260640.286,4394926.676,34671604.992,1435376.9640000002,10347699.986,7523690.28,172572.473,2413542.887,166564.081,1080572.205,3556874.16,805321.3559999999,100160321.468,354346371.21,249387.188,12269128.614,123507.891,11047421.48,830283.3,175926698.64,3794514.47,257497207.09199998,117492.459,189846.333,9887801.681,37995557.572000004,5466448.732,821638.53,188910.034,5043189.392,38629632.507,44215327.179,94333621.426,37925201.919999994,14307912.450000001,63930503.455,39566919.4,167868.216,1537636.001,7640059.828,109813156.17999999,109827.464,11442444.656,156882.497,8695661.31,133755.201,1854162709.6749997,618054236.5583333,618054.2365583333
"Lusaka,  Zambia",460263.536,53947301.235,393158.571,6051499.293,365751.632,187669.576,117981802.146,243910.048,136313511.55400002,1000867.428,24893609.895,731161.375,2322291.27,765601.396,787379.0819999999,182936.802,6517373.843,2365127.625,237490.758,5104276.464,40444812.032,1667205.8340000003,11229319.200000001,6710535.93,158647.764,2620558.6029999997,154383.436,911865.7150000001,4402059.704,918193.842,116102703.924,397108193.1,222288.663,14967924.985000001,115131.252,12577276.96,934541.075,203882240.1,4011134.381,299743989.32,124437.915,186033.814,11006527.939,44259673.234000005,6170386.876,766568.802,214531.9,6073057.937,44918571.254999995,48953990.088,87764605.61,31998621.14,15742924.360000001,56147887.425,35684340.088,182349.021,1495040.3159999999,7985846.56,102521012.77600001,129544.934,12901846.626,170908.12,9604885.027999999,151877.5,2004891458.6129997,668297152.8709999,668297.1528709999
"Luxembourg, Luxembourg",402304.628,372604.277,142986.072,8360483.019,314640.98,200120.603,85931356.81,145446.222,15558763.237,779666.248,100400.118,202921.415,435072.69,988729.44,2874042.99,252535.145,895978.6059999999,2076690.0,220684.43,790850.788,412197.376,1046216.142,2522827.691,6124964.82,124014.749,951468.149,116763.357,1107238.02,1207347.4000000001,140379.234,1282759.064,228394087.585,203474.934,3290881.073,101655.112,8226502.4399999995,1225749.935,96679703.89,1246060.535,150610415.24,67067.058,98864.179,1875957.746,313074.286,737977.062,558626.9310000001,56517.609,7630719.05,9150888.258000001,59084472.767000005,64925356.54,39221527.563999996,2927057.644,78681790.215,30882813.236,40053.103,962488.4720000001,5111080.328,75364357.068,42234.784,1953302.3199999998,35721.277,1764818.3739999998,26151.141,1007573901.476,335857967.1586667,335857.9671586667
"Madrid,  Spain",454039.264,11689468.898,174844.893,8944943.595,336084.191,222377.101,99605945.686,166442.238,37577437.587000005,702358.432,5031933.921,303690.32,734205.405,878048.344,2626461.488,270201.831,1897662.66,2392417.5149999997,249013.822,1025522.932,7591312.128,978462.9839999999,4396716.154,6904260.54,145765.542,1274207.507,138066.224,1208136.03,477402.716,240545.22000000003,22315572.728,232313929.26,229358.638,0.0,114655.666,7927994.44,1086801.7650000001,93889292.42,1895096.569,143730309.416,80079.316,125219.714,3463800.261,8012335.492000001,1679463.124,642539.094,70716.078,6596740.212,10882702.643,53026721.938,74462823.05,42708962.584,5469713.262,83459040.441,34889239.835999995,70759.279,1160394.334,5571052.456,85545966.688,41703.831,3695641.518,65234.216,3269746.52,42515.081,1127174097.0379999,375724699.01266664,375724.69901266665
"Mahé,  Seychelles",332516.208,54316521.669,380788.725,5597604.012,309740.159,118401.377,85877839.814,211105.864,132809624.14799999,1256800.352,25296709.032,681381.3800000001,2241685.56,1034521.384,1551009.936,122399.456,6299669.728,1452861.1649999998,162356.702,5281692.78,41824065.536,1966109.8020000001,10276751.069,4636625.97,102802.919,2406060.991,101497.67,574124.995,5018314.056,913596.0900000001,119319670.348,412017467.97499996,153165.036,16633667.864,82791.458,14630976.48,1270914.9249999998,223736613.10000002,3491460.5360000003,335280467.988,110344.483,140404.813,10557538.647,45761245.096,6039428.578,568370.088,215725.673,8636130.521,46155887.554000005,64067028.107999995,65043025.069,20509832.636,14773275.564000001,48550120.024,25464386.42,167129.104,1097405.771,6973097.535999999,77913656.912,136486.491,12599540.178,157214.584,9053128.128,150082.851,1984612859.0879998,661537619.696,661537.619696
"Malé,  Maldives",332592.176,56208666.139,414045.927,5171915.006999999,266565.686,76762.266,63588474.352,226453.358,135815500.862,1417280.7,26380803.897,706024.72,2325929.5949999997,1222264.208,2197494.432,86821.768,6357719.509000001,1010020.7849999999,148837.636,5485528.916,44547917.568,2089759.392,9956312.091,3190663.02,80035.99,2521242.639,82008.268,381949.525,5559752.856000001,963618.1379999999,124511117.852,385093372.525,104970.241,18307934.715,82596.611,15024927.239999998,1505964.66,228232735.50000003,3314742.6580000003,345917437.3,118397.462,115213.205,10492700.125,48260842.574,6239216.124,429713.505,215289.706,10419215.946999999,49978150.017,74529282.637,49140865.851,14061887.864,14549948.012,43371451.263000004,18335355.327999998,162395.182,1017688.0669999999,7631558.4,60643968.476,152966.572,13094395.418000001,155336.106,9134594.0,158104.149,1933317296.7180004,644439098.9060001,644439.0989060001
"Manama,  Bahrain",853.172,32989122.654000003,207970.932,6708283.911,308925.052,118202.594,67108290.054000005,84165.43,76190757.60599999,1145789.72,15436011.654,364592.365,1241629.1700000002,1157652.912,2301917.8279999997,158159.297,3662691.827,969955.02,3875.312,3405823.0640000002,25403534.592,1641403.0380000002,5743004.3319999995,4217017.470000001,56947.135,1201482.233,49649.793,661401.345,3496439.9960000003,515285.60399999993,74772829.164,326717777.85499996,139308.573,11121599.602,0.0,12177867.239999998,1426347.195,172398015.79,1896510.77,262757983.51999998,47655.655,80050.38,6276957.194999999,28390168.296,3420010.336,459930.66000000003,144089.895,9254524.138,26767237.879,71004933.982,53327876.635,23885870.652,8465868.122,59210842.208,22798950.376,92939.996,331760.176,2833018.312,65966644.015999995,82272.668,6992334.176,84294.73,4904079.684,84049.743,1514865434.7310002,504955144.9103334,504955.1449103334
"Manila,  Philippines",650164.3,71031724.834,631596.174,3690233.1689999998,154782.988,54501.138,34449870.52,380807.504,174427942.307,1505713.656,33729964.086,1011956.4049999999,3175135.3800000004,1547408.252,3679301.5700000003,79571.79,7906868.809,1576056.675,303143.624,6692475.888,59482626.304,1973830.278,11918965.252999999,933542.16,115743.688,3787352.1750000003,123718.88,303124.95999999996,7414821.764,1319291.04,156558968.952,290754258.655,31684.356,24665130.124,161561.607,12388498.68,1928847.3050000002,221055332.19,4158459.777,337224106.32799995,193976.193,131678.903,12491567.202,62391699.958000004,8222374.563999999,202461.717,233809.71,14572921.417,70579787.705,86957276.80800001,21929276.589,10114253.256000001,17539709.116,29892137.996,4712803.664,196010.475,1746419.7410000002,13093725.04,26684419.580000002,228900.023,17643283.18,197885.519,11908484.542,217799.05,1895061745.4929996,631687248.4976665,631687.2484976664
"Mexico City,  Mexico",1213703.704,63072888.225,738480.165,5021618.847,189803.859,342670.5,134180818.46000001,539945.61,171943402.991,309736.968,29720114.109,1200711.595,3394208.655,648069.308,4178294.8200000003,373713.545,7690230.516,4786264.065,624042.952,5191975.46,53564528.128,266936.17799999996,13119816.804,9234740.19,306026.262,4736476.389,302546.628,1808548.1400000001,5313103.404,1330711.2719999999,130463259.04,69420130.985,308886.313,19225386.517,304446.681,0.0,827836.345,64512528.08,5382640.228,92292149.044,264818.786,264191.935,11862735.054000001,53489046.24,8240322.572000001,786009.0599999999,163359.534,6227827.642,69554736.059,32954178.610999998,89621671.49100001,62142366.41599999,18017211.732,61350117.178,43195730.068,215986.014,3150862.8690000004,18491851.592,89762070.216,233993.093,18182363.398,223672.081,12896236.547999999,224189.004,1509596938.1750002,503198979.3916667,503198.9793916667
"Minsk,  Belarus",328847.252,11936586.467,134115.53100000002,7708592.661,296432.126,167889.848,70185355.292,113713.746,23128389.358,903716.564,5914207.341,150996.85,419688.975,1116409.824,2999788.652,222378.971,1071995.413,1612394.655,174093.63,1526004.144,11134150.912,1201628.46,1370092.452,5131192.4399999995,92765.655,689847.5160000001,85997.397,950759.525,2208687.516,201484.212,31093156.856,240523233.30499998,170337.906,6567674.933,82635.141,9093430.92,1383929.185,113266661.2,493680.625,176884801.988,52638.427,71794.11,1926680.164,12092578.652,1108936.254,466004.79,72358.923,8783632.427,13494148.495,66561302.973,54388457.222,33819648.608,2198678.0640000002,71522910.522,26044913.459999997,20530.95,737487.5970000001,4162990.1920000003,64801810.892000005,55254.362,2407744.598,687.947,110499.512,32748.092,1097672182.6770005,365890727.5590002,365890.7275590002
"Monrovia,  Liberia",597494.8,36690670.983,327743.247,7572604.431,397222.153,264124.534,135272432.49,248901.282,99598515.698,614705.072,16685823.441,610629.215,1779831.3900000001,593257.288,1675282.476,283667.549,4775436.265,3107758.1849999996,320474.244,3238397.344,26719247.36,1031739.4319999999,8966673.162,8652259.95,197951.032,2306097.925,190188.453,1356825.51,2311376.648,667507.098,75443879.252,277255428.985,287189.227,8306019.111,150328.829,8392825.879999999,725104.645,125053862.78,3505658.275,181364766.70000002,121834.129,195075.559,8080060.443,28715516.088,4523511.2979999995,868050.624,142587.777,3918954.234,31455976.82,38254170.525000006,100028448.619,47646004.832,12061091.93,77609885.08,44476802.528,145530.722,1713012.917,8264528.988000001,114319457.252,92620.78,9612729.866,137709.007,7494875.5940000005,112303.204,1587530641.157,529176880.38566667,529176.8803856666
"Montevideo,  Uruguay",1138369.076,77601404.21700001,755624.337,4794368.964000001,277655.058,363298.326,205713369.55,532519.78,208489932.687,422491.36,35990320.758,1319001.6949999998,3867154.11,3330.676,2051106.484,318259.46,9669726.002,5091874.95,586566.56,6678798.532,61260573.696,924147.198,17103806.287,11954558.280000001,335277.654,5015331.751,328437.982,1720496.4749999999,5819836.007999999,1498337.118,161100360.94,248452832.49,397560.181,21083954.241,285269.439,6622690.76,0.0,153408264.23999998,6700623.050999999,213129756.44000003,264140.598,337475.65,15666829.379000003,63647323.964,9707240.22,1273287.4170000001,249087.605,1688779.493,74880925.79100001,7851246.5030000005,145306879.421,58952762.64,23402515.908,56106050.041999996,60800120.055999994,279401.523,3260254.184,17875680.88,146936043.072,234644.481,20931885.882,274809.26,15460830.61,251343.944,2208446845.3360004,736148948.4453335,736148.9484453335
"Moscow,  Russia",328349.328,16597674.482,164948.63999999998,7402102.301999999,284968.887,154987.649,62988334.994,119712.41,32659927.042,952099.624,8161072.353,188695.24000000002,591035.505,1174724.416,3100092.912,210800.809,1450377.3190000001,1441287.945,166638.486,1915475.548,15214274.816,1257027.426,1648026.6300000001,4701232.74,83048.372,832408.411,81609.375,889705.8500000001,2428447.784,287771.256,41017527.312,242300921.38000003,156033.621,7992363.790999999,82456.99,9361113.440000001,1456657.1849999998,119229451.11,0.0,186379012.772,56881.13,55993.611,2429498.991,16242502.906,1585957.664,422788.37400000007,80648.288,9319966.112,18177144.199,69854334.088,49472781.27,31700586.936,2824265.112,68497141.727,23887773.944,26387.377,665638.248,4402507.748,59711589.756,68880.45,3425502.768,24402.523,1835668.158,46433.611,1140267671.143,380089223.7143333,380089.2237143333
"Municipality of Macau,  China",560912.848,63314144.243,557918.784,4213667.514,174020.959,41709.561,24344412.378,332953.194,154385311.941,1472053.46,30095111.991,887623.3,2801215.125,1602732.804,3606798.356,83874.911,6997196.244000001,1253178.4949999999,259334.556,6012278.72,53107686.656,1919122.9740000002,10431089.242999999,7821.15,91915.033,3318277.344,99828.268,303702.31,6717503.94,1169720.2140000002,140125740.096,289768536.125,0.0,22247787.886,139308.573,12355452.520000001,1987800.9049999998,209068887.72000003,3588773.2830000003,320165795.7,169855.222,106885.219,11063413.674,55799613.478,7277201.476,162870.68099999998,211465.568,14185355.926,62839278.227,92282064.15900001,18024465.129,10738819.311999999,15442401.144000001,35201363.071,3938990.104,171556.332,1482877.9349999998,11481730.64,26212422.599999998,204303.983,15599972.986,173109.255,10467187.964,192871.646,1773041275.0550003,591013758.3516668,591013.7583516669
"Muscat,  Oman",108042.62,37934930.493,248989.04700000002,6330884.343,294937.775,100661.142,61700143.544,122865.302,88590405.776,1218282.156,17806752.39,419146.59500000003,1451092.155,1207064.384,2351794.1999999997,140219.279,4204144.869,729461.625,2918.604,3850928.34,29732521.472,1740026.454,6490535.115,3749862.15,45255.8,1547041.959,40231.248,570761.565,3995854.4080000003,615158.1479999999,85545624.41600001,336190146.21999997,123688.794,12840270.822,25660.1,12756359.48,1487261.15,183709783.18,2020869.3320000002,280045075.876,66962.353,79527.591,7086781.932,32792802.126,4020958.106,427022.868,157819.621,9778409.839,32182422.438,73966080.428,49465127.184,20766571.704,9605580.198,55320830.551,20631774.091999996,105400.081,416796.54500000004,4172233.0919999997,61918769.27599999,97613.486,8312227.66,97509.352,5754339.152000001,100011.948,1589409223.951,529803074.65033334,529803.0746503334
"N'Djamena,  Chad",354188.22,31617362.906999998,220084.386,7584249.855,394577.051,201313.387,108873068.044,155445.996,80444266.03,857009.012,14362722.465,419868.18,1315481.6700000002,814069.344,1585283.658,225206.46,3962946.124,2194753.0949999997,197504.712,3064873.448,22063286.016,1339419.75,7265642.228999999,6822193.2299999995,138847.447,1575091.792,131533.745,1045793.9,2367085.6720000003,505562.96400000004,67784877.824,319005195.21000004,226114.829,8044629.816,89391.374,10469330.36,997996.355,150681962.97,2652324.557,224144496.792,77070.877,146000.164,6927899.357,25042876.432,3552379.9540000004,712384.95,141771.944,6036175.893,25171108.129,51334129.126,82166676.636,36988728.484,9965706.746,70729900.08,35693396.948,117344.284,1091872.111,4982833.28,96428131.072,64839.256,7303406.915999999,106417.605,5764463.806,84000.627,1556824565.5529997,518941521.8509999,518941.5218509999
"Nairobi,  Kenya",327757.212,45857463.484,303264.642,6381851.952,354890.33,158112.191,99521909.37,173880.74,113288146.72799999,1075920.832,21186573.009,573010.32,1880853.51,909003.876,1273396.18,167936.936,5449945.747,1797680.2049999998,164213.368,4460125.712,34208596.736,1704230.748,9254212.582999999,5751314.55,119657.893,2003156.168,115081.831,792575.15,3975952.624,753286.038,100035062.116,384037692.0,190305.13,13204325.401999999,81948.335,12904845.84,1113902.28,196338872.73,3206959.046,292439907.612,90302.705,146711.632,9282800.282,37898676.38200001,5094721.104,655757.346,190107.543,7227922.0649999995,36952868.232,57142542.474,75302294.12200001,28110270.804,13094539.482,57499862.525000006,30858220.52,150058.378,1067088.319,5692229.816000001,89421239.544,104723.163,10556040.154,138800.84,7824005.062,123881.937,1842163485.5870001,614054495.1956667,614054.4951956667
